id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
12-930,How do bats avoid crashing into trees while flying around at night?,"{'text': ['they wander around aimlessly lost', 'they bounce their screams off of things', 'they ask someone where to go', 'they see with their eyes'], 'label': ['A', 'B', 'C', 'D']}",B,sonar is used to find the location of an object,1.0,2.0,0317ce7c33
12-931,"If a white bear lives in a space and is going to flourish, the space should mostly","{'text': ['match his fur color', 'have a warm climate', 'be dark and humid', 'be green and leafy'], 'label': ['A', 'B', 'C', 'D']}",A,a polar bear requires a cold environment,0.800000011920929,1.399999976158142,b356d338b7
12-932,An example of a disperser could be,"{'text': ['Playing outside all alone', 'Running around with my hands in the air.', 'giving out an even amount of Fruit Loops to each of my classmates', 'Taking all the Fruit Loops to myself'], 'label': ['A', 'B', 'C', 'D']}",C,a disperser disperses,1.0,2.0,cee82219a0
12-934,A thermal insulator slows the transfer of what?,"{'text': ['warmness', 'light', 'energy', 'liquid'], 'label': ['A', 'B', 'C', 'D']}",A,a thermal insulator slows the transfer of heat,1.0,2.0,1e6dc77bb6
12-935,Who is most likely to get a job at a lumber yard?,"{'text': ['deep sea divers', 'liberal art majors', 'sawyers', 'astronauts'], 'label': ['A', 'B', 'C', 'D']}",C,timber companies cut down trees,1.0,1.600000023841858,7c933a44d8
12-936,"If someone wants to see if breath is moist, they can","{'text': ['watch some grass grow', 'breathe on a tissue', 'hold in a sneeze', 'look at paint dry'], 'label': ['A', 'B', 'C', 'D']}",B,breath contains water vapor,1.0,2.0,b356d338b7
12-937,If I wanted to create noise I could,"{'text': ['tap a chopstick on a pillow', 'stand completely and utterly still', 'hold in a fart', 'remain completely and utterly silent'], 'label': ['A', 'B', 'C', 'D']}",A,matter vibrating can cause sound,1.0,2.0,cee82219a0
12-938,"If a person is dehydrated in a desert without water sources like rivers or ponds, they can hydrate by","{'text': ['cracking open peyote', 'staring at sand', 'eating a pebble', 'licking a rock'], 'label': ['A', 'B', 'C', 'D']}",A,a cactus stem is used for storing water,1.0,1.399999976158142,b356d338b7
12-940,If a high percentage of water is visible in the air?,"{'text': ['this is called heat and it is unsafe to drive in', 'this is called fog and it is safe to drive in', 'this is called heat and is safe to drive in', 'this is called fog and is unsafe to drive in'], 'label': ['A', 'B', 'C', 'D']}",D,fog is formed by water vapor condensing in the air,0.800000011920929,2.0,7b06152ffc
12-941,Iron can be found on,"{'text': ['rocky areas', 'ants', 'wizards', 'unicorns'], 'label': ['A', 'B', 'C', 'D']}",A,rocks sometimes contain iron,1.0,1.7999999523162842,cee82219a0
12-942,A person with a pet amphibian will likely feed it,"{'text': ['meal worms', 'deer', 'steak', 'wax'], 'label': ['A', 'B', 'C', 'D']}",A,a frog eats insects,1.0,2.0,b356d338b7
12-944,A quartz crystal is a transparent,"{'text': ['magic producer', 'power source', 'deodorant', 'hexagon'], 'label': ['A', 'B', 'C', 'D']}",D,a quartz is made of six-sided transparent crystals,0.800000011920929,0.4000000059604645,dc78319bb0
12-945,A person who plants in their garden may switch between planting beets and cucumbers in order to,"{'text': ['clean up dirt', 'make dirt healthier', 'remove dirt molecules', 'make dirt green'], 'label': ['A', 'B', 'C', 'D']}",B,crop rotation has a positive impact on soil quality,1.0,1.600000023841858,b356d338b7
12-947,Where is the best place to shoot animals?,"{'text': ['national park', 'sky', 'sea', 'forest'], 'label': ['A', 'B', 'C', 'D']}",D,national parks limit hunting,1.0,0.800000011920929,52dbc5c7af
12-948,which of these days would lead to a suspension of regular activities?,"{'text': ['a very sunny day', 'a very beautiful day', 'a very bright day', 'a day with a blizzard'], 'label': ['A', 'B', 'C', 'D']}",D,snowy means a large amount of snow,1.0,2.0,cf7109905e
12-949,One of the main things that can negatively impact organism health is,"{'text': ['singing', 'nothing', 'walking', 'falling ill'], 'label': ['A', 'B', 'C', 'D']}",D,illness has a negative impact on an organism 's health,1.0,2.0,bdb4135787
12-950,Where might you find some animals being held outside of nature?,"{'text': ['under the deep sea', 'up into the sky', 'deep into the earth', 'artificial habitats in captivity'], 'label': ['A', 'B', 'C', 'D']}",D,some animals live in zoo exhibits,1.0,1.7999999523162842,0317ce7c33
12-951,What anchors plants into the soil are called,"{'text': ['a form of webbing', 'Velcro with extra grip', 'the same as an american television miniseries about slavery', 'large anchors made of metal'], 'label': ['A', 'B', 'C', 'D']}",C,roots anchor plants into the soil,0.800000011920929,1.399999976158142,78e0a411ed
12-953,Hotter blood is rarely found,"{'text': ['in horny toads', 'in rats', 'in humans', 'in bears'], 'label': ['A', 'B', 'C', 'D']}",A,a reptile is cold-blooded,1.0,1.600000023841858,7b06152ffc
12-954,A car running on a resource that will someday cease existing uses,"{'text': ['dino remains', 'water power', 'solar power', 'electricity'], 'label': ['A', 'B', 'C', 'D']}",A,natural gas is a nonrenewable resource,1.0,1.7999999523162842,b356d338b7
12-955,"Bringing a stray dog to live at your house when it lived outside all its life will be hard for it at first, but eventually, it will","{'text': ['fly away', 'start talking', 'get acclimated', 'tell jokes'], 'label': ['A', 'B', 'C', 'D']}",C,animals adapt to their environment,1.0,2.0,bdb4135787
12-957,"If a person is making laps around a gym, they find that","{'text': ['they are about to be born', 'they are gaining weight', 'their heart starts racing', 'they are getting fatter'], 'label': ['A', 'B', 'C', 'D']}",C,"as energy required for an activity increases , pulse will increase",1.0,2.0,b356d338b7
12-958,I found an impression of bird's feet in a rock,"{'text': ['monkeys carved the footprints into the rock', 'the rock is made of soft mud', 'a very heavy bird was walking on the rock', 'the substance that was walked in became hard after a very long time'], 'label': ['A', 'B', 'C', 'D']}",D,An example of a fossil is a footprint in a rock,1.0,2.0,3f32b550f3
12-959,What are the source of fruit?,"{'text': ['wood', 'plant diagrams', 'green life', 'housing'], 'label': ['A', 'B', 'C', 'D']}",C,plants are the source of fruit,1.0,1.600000023841858,1e6dc77bb6
12-960,What is oil likely comprised of?,"{'text': ['homo sapiens', 'air', 'soil', 'brontosaurus'], 'label': ['A', 'B', 'C', 'D']}",D,fossil fuels are formed by dead organisms over time,1.0,2.0,7b06152ffc
12-961,A simple machine like a screw will need,"{'text': ['a glass of cool water', 'a person adjusting it', 'a truck to move it', 'a wind turbine to function'], 'label': ['A', 'B', 'C', 'D']}",B,a simple machine requires mechanical energy to function,1.0,1.600000023841858,b356d338b7
12-962,"If sound is moving around in a room, the room is lacking in","{'text': ['atmosphere', 'vacuum', 'oxygen', 'air'], 'label': ['A', 'B', 'C', 'D']}",B,air is a vehicle for sound,0.800000011920929,1.399999976158142,b356d338b7
12-963,"A windmill just uses the air around it, nothing unnatural. Because of this, everything they produce is","{'text': ['unpolluted', 'candy', 'Grapes', 'dirty'], 'label': ['A', 'B', 'C', 'D']}",A,a windmill does not create pollution,0.800000011920929,1.600000023841858,bdb4135787
12-964,If a plant is moved from a basement to a field,"{'text': ['it will need darkness', 'it will be too dark', 'it will receive nutriment', 'it will now suffocate'], 'label': ['A', 'B', 'C', 'D']}",C,if something is outside during the day then that something will receive sunlight,0.800000011920929,1.600000023841858,b356d338b7
12-965,Reproduction means a development of genes like,"{'text': ['time travel', 'a personality', 'magical powers', 'hairline'], 'label': ['A', 'B', 'C', 'D']}",D,living things can all reproduce,1.0,2.0,cee82219a0
12-966,An electrical conductor is a vehicle for what?,"{'text': ['people', 'water', 'sunlight', 'zapping energy'], 'label': ['A', 'B', 'C', 'D']}",D,An electrical conductor is a vehicle for the flow of electricity,1.0,1.2000000476837158,1e6dc77bb6
12-967,During cellar respiration I might find myself with,"{'text': ['candy', 'natural face water', 'magic', 'time travel powers'], 'label': ['A', 'B', 'C', 'D']}",B,all cells perform cellular respiration,0.800000011920929,0.800000011920929,cee82219a0
12-969,If a hog is going to eat dinner it can,"{'text': ['produce fresh food', 'make a reservation', 'search for it', 'make its own'], 'label': ['A', 'B', 'C', 'D']}",C,a consumer can not produce its own food,1.0,2.0,b356d338b7
12-972,Trees are mulched and liquefied before being dried to make,"{'text': ['houses', 'paper', 'toothpicks', 'floors'], 'label': ['A', 'B', 'C', 'D']}",B,creating paper requires cutting down trees,0.800000011920929,2.0,dc78319bb0
12-975,What do cactuses do when the monsoons come to their habitat?,"{'text': ['sell precipitation to someone else', 'use precipitation right away', 'store precipitation for future use', 'give precipitation to their friends'], 'label': ['A', 'B', 'C', 'D']}",C,a cactus stores water,0.800000011920929,1.7999999523162842,0317ce7c33
12-978,To prepare hamburgers and hot dogs for eating you need,"{'text': ['glitter', 'a firepit', 'snowmen', 'arsenic'], 'label': ['A', 'B', 'C', 'D']}",B,cooking food requires adding heat energy,1.0,2.0,7c933a44d8
12-979,which one of these is false about the greenhouse effect?,"{'text': ['it could cause polar melting', 'it causes green air in the sky', 'it causes overall temperature rise', 'it heats up the atmosphere'], 'label': ['A', 'B', 'C', 'D']}",B,the greenhouse effect is when carbon in the air heats a planet 's atmosphere,0.800000011920929,2.0,cf7109905e
12-980,Which of these has resonating wood?,"{'text': ['a lute', 'a bell', 'a metal flute', 'a saxophone'], 'label': ['A', 'B', 'C', 'D']}",A,strumming a string can cause that string to vibrate,1.0,2.0,7c933a44d8
12-981,All predators are also carnivorous because predators,"{'text': ['murder other beings', 'Count stuff', 'cook veggies', 'listen to music'], 'label': ['A', 'B', 'C', 'D']}",A,carnivores are predators,1.0,2.0,bdb4135787
12-982,What births live young?,"{'text': ['a feathered animal with a beak', 'a tail having tree dweller', 'a modern sport utility vehicle', 'a planet close to the sun'], 'label': ['A', 'B', 'C', 'D']}",B,a monkey births live young,0.800000011920929,2.0,78e0a411ed
12-983,A landslide may bring immense problems to,"{'text': ['living regions', 'Jupiter', 'space', 'time travel'], 'label': ['A', 'B', 'C', 'D']}",A,a landslide is when gravity rapidly moves rocks or soil downhill especially after a rain storm,1.0,2.0,cee82219a0
12-984,High areas can be visually represented by:,"{'text': ['deep sea', 'mountains', 'valleys', 'basins'], 'label': ['A', 'B', 'C', 'D']}",B,the Himalayas were formed by rock folding,1.0,2.0,52dbc5c7af
12-986,Which of the following is most likely to occur?,"{'text': ['rice grains absorb other rice grains', 'humans absorb other humans', 'Play-Doh absorbs other colors of Play-Doh', 'sponges absorb other sponges'], 'label': ['A', 'B', 'C', 'D']}",C,if something absorbs something else then that something will contain that something else,1.0,1.2000000476837158,7b06152ffc
12-987,The wheels of a skateboard spin around a,"{'text': ['shaft', 'street', 'person', 'board'], 'label': ['A', 'B', 'C', 'D']}",A,a revolution is when something revolves around something else,0.800000011920929,2.0,dc78319bb0
12-988,Adding salt to liquid decreases what?,"{'text': ['light', 'energy', 'magnetism', 'thawing temp'], 'label': ['A', 'B', 'C', 'D']}",D,adding salt to a liquid decreases the melting point of that liquid,0.800000011920929,1.399999976158142,1e6dc77bb6
12-989,Which of the following reasons would an angler fish use a light?,"{'text': ['attracting researchers', 'attracting humans', 'attracting predators', 'attracting sardines'], 'label': ['A', 'B', 'C', 'D']}",D,producing light is used for attracting prey by some deep sea animals,1.0,1.7999999523162842,7b06152ffc
12-991,A magnet would most likely stick to,"{'text': ['a noodle', 'a chopstick', 'a girder', 'a plastic cup'], 'label': ['A', 'B', 'C', 'D']}",C,carbon steel is always magnetic,1.0,1.7999999523162842,7c933a44d8
12-992,"If a thing is seen, then","{'text': ['the pupil was studying', 'the pupil absorbed light', 'light was put out', 'the pupil was gone'], 'label': ['A', 'B', 'C', 'D']}",B,light enters the eye through the pupil,1.0,1.399999976158142,b356d338b7
12-993,Burning wood was the only way to do what to your house back in the day?,"{'text': ['make it tasty', 'make it rain', 'raise the temperature', 'decrease the temperature'], 'label': ['A', 'B', 'C', 'D']}",C,burning wood is used to produce heat,1.0,2.0,bdb4135787
12-994,what is the proportionality of a rise in bacteria content and human health?,"{'text': ['they are inversely proportional', 'they are in direct proportion', 'they both cancel each other out', 'they lack a relationship'], 'label': ['A', 'B', 'C', 'D']}",A,reducing bacteria in food prevents illness in people,0.800000011920929,1.2000000476837158,cf7109905e
12-996,A thing that is near a running wood stove will discover when touching the stove,"{'text': ['that it is cool', 'that it is safe', 'that it is chilly', 'that it will sear'], 'label': ['A', 'B', 'C', 'D']}",D,if an object is exposed to a source of heat then that conductor may become hot,1.0,2.0,b356d338b7
